"id","programName","programDescription","programType","targetRace","workoutDay","workoutTitle","sessionType","garminSport","exerciseName","exerciseDetails","garminExerciseCategory","garminExerciseName","weightKg","restSeconds","sets","reps","runType","runDistance","runPaceZone","runDescription","runEffortLevel","noIntervals"
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","46","Active Recovery","cardio","CARDIO_TRAINING","Active Recovery Cross-Training","45 min spin. (cross-training, not running).","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","47","Hill Reps","run","RUNNING","","","","","","","","","easy","2.5","easy","15 min easy warm-up","3",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","47","Hill Reps","run","RUNNING","","","","","","","","","intervals","0.7","interval","3 min at VO2/interval effort","8","7"
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","47","Hill Reps","run","RUNNING","","","","","","","","","recovery","0.4","recovery","Easy jog / walk recovery between reps","3",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","47","Hill Reps","run","RUNNING","","","","","","","","","easy","0.8","easy","5 min easy cool-down","3",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","47","CrossFit Conditioning","cardio","CARDIO_TRAINING","Format","Power + plyometric primer.","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","47","CrossFit Conditioning","cardio","CARDIO_TRAINING","Work 1","Box jumps 5×4 (RPE 8) · Depth drops 3×6 ea · Broad jumps 4×5","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","47","CrossFit Conditioning","cardio","CARDIO_TRAINING","Work 2","Single-leg bounding 3×20m · Pogo hops 3×20","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","47","CrossFit Conditioning","cardio","CARDIO_TRAINING","Notes","Explosive, full recovery. Tendon stiffness for descents.","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","48","Long Run","run","RUNNING","","","","","","","","","long","30.5","easy","3 hrs 15 min, race-similar. RPE 4-5. Last 40 min at moderate effort (RPE 5-6) on a climb — train the finish on tired legs. Full kit + fuel to 55-60g/hr.","4",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","49","Recovery","run","RUNNING","","","","","","","","","recovery","10.2","recovery","65 min hike.","2",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","50","Treadmill Incline Session","run","RUNNING","","","","","","","","","easy","5.8","easy","35 min steady 4-5% incline, easy.","4",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","50","Lower Body Strength","strength","STRENGTH_TRAINING","Goblet squat","3×6 | RPE 6","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","50","Lower Body Strength","strength","STRENGTH_TRAINING","RDL","2×6 | RPE 6","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","50","Lower Body Strength","strength","STRENGTH_TRAINING","Reverse lunge","2×8 ea | RPE 5-6","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","51","Easy Run","run","RUNNING","","","","","","","","","easy","8.3","easy","50 min easy.","3",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","52","Easy Run","run","RUNNING","","","","","","","","","easy","7.5","easy","45 min easy + 4 strides.","3",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","52","CrossFit Conditioning","cardio","CARDIO_TRAINING","Format","Light flow conditioning. 3 easy rounds","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","52","CrossFit Conditioning","cardio","CARDIO_TRAINING","Work","300m row · 10 light wall balls · 10 air squats · 200m easy run","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","52","CrossFit Conditioning","cardio","CARDIO_TRAINING","Notes","RPE 5-6. Movement and blood flow, not a workout.","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","53","Rest Day","rest","","","","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","54","Upper Body Strength","strength","STRENGTH_TRAINING","Push press","3×5 | RPE 6","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","54","Upper Body Strength","strength","STRENGTH_TRAINING","Pull-up","3×6 | RPE 6","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","54","Upper Body Strength","strength","STRENGTH_TRAINING","Row","2×10 | RPE 6","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","54","Rest Day","rest","","","","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","55","Long Run","run","RUNNING","","","","","","","","","long","18.8","easy","2 hrs easy, gentle hills. RPE 3-4. Recovery focus. The big work resumes next week.","3",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","56","Rest Day","rest","","","","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","57","Treadmill Incline Session","run","RUNNING","","","","","","","","","easy","2.5","easy","15 min easy warm-up","3",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","57","Treadmill Incline Session","run","RUNNING","","","","","","","","","intervals","1.2","interval","5 min at VO2/interval effort at 7-8% incline","8","5"
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","57","Treadmill Incline Session","run","RUNNING","","","","","","","","","recovery","0.4","recovery","Easy jog / walk recovery between reps","3",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","57","Treadmill Incline Session","run","RUNNING","","","","","","","","","easy","1.7","easy","10 min easy cool-down","3",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","57","Lower Body Strength","strength","STRENGTH_TRAINING","Back squat","4×4 | RPE 8 (2 in reserve)","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","57","Lower Body Strength","strength","STRENGTH_TRAINING","Romanian deadlift","3×6 | RPE 7-8","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","57","Lower Body Strength","strength","STRENGTH_TRAINING","Bulgarian split squat, 4s lower","3×6 ea | RPE 8 (DESCENT armour)","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","57","Lower Body Strength","strength","STRENGTH_TRAINING","Nordic hamstring curl","3×5 | RPE 8","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","57","Lower Body Strength","strength","STRENGTH_TRAINING","Weighted calf raise + 30s iso hold","3 sets | RPE 7","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","58","Easy Run","run","RUNNING","","","","","","","","","easy","12.5","easy","75 min easy hilly.","3",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","58","CrossFit Conditioning","cardio","CARDIO_TRAINING","Format","Compromised-running metcon. 5 rounds","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","58","CrossFit Conditioning","cardio","CARDIO_TRAINING","Work","800m run hard (RPE 8) · straight into 15 DB snatch ea arm · 20 walking lunges loaded","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","58","CrossFit Conditioning","cardio","CARDIO_TRAINING","Notes","Minimal rest. This is the single most race-specific conditioning piece — running on dead legs.","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","59","Threshold Run","run","RUNNING","","","","","","","","","easy","2.5","easy","15 min easy warm-up","3",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","59","Threshold Run","run","RUNNING","","","","","","","","","tempo","4.2","threshold","20 min at threshold effort","7","2"
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","59","Threshold Run","run","RUNNING","","","","","","","","","recovery","0.4","recovery","Easy jog / walk recovery between reps","3",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","59","Threshold Run","run","RUNNING","","","","","","","","","easy","1.7","easy","10 min easy cool-down","3",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","59","Upper Body Strength","strength","STRENGTH_TRAINING","Push press","4×4 | RPE 8","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","59","Upper Body Strength","strength","STRENGTH_TRAINING","Weighted pull-up","4×5 | RPE 8","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","59","Upper Body Strength","strength","STRENGTH_TRAINING","Bench or DB incline press","3×6 | RPE 7-8","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","59","Upper Body Strength","strength","STRENGTH_TRAINING","Pendlay row","3×6 | RPE 7-8","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","59","Upper Body Strength","strength","STRENGTH_TRAINING","Hanging leg raise + plank","3 sets | RPE 7","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","60","Active Recovery","cardio","CARDIO_TRAINING","Active Recovery Cross-Training","45 min spin. (cross-training, not running).","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","61","Hill Reps","run","RUNNING","","","","","","","","","easy","2.5","easy","15 min easy warm-up","3",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","61","Hill Reps","run","RUNNING","","","","","","","","","intervals","0.9","interval","4 min at VO2/interval effort","8","6"
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","61","Hill Reps","run","RUNNING","","","","","","","","","recovery","0.4","recovery","Easy jog / walk recovery between reps","3",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","61","Hill Reps","run","RUNNING","","","","","","","","","easy","0.8","easy","5 min easy cool-down","3",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","61","CrossFit Conditioning","cardio","CARDIO_TRAINING","Format","Power + plyometric primer.","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","61","CrossFit Conditioning","cardio","CARDIO_TRAINING","Work 1","Box jumps 5×4 (RPE 8) · Depth drops 3×6 ea · Broad jumps 4×5","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","61","CrossFit Conditioning","cardio","CARDIO_TRAINING","Work 2","Single-leg bounding 3×20m · Pogo hops 3×20","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","61","CrossFit Conditioning","cardio","CARDIO_TRAINING","Notes","Explosive, full recovery. Tendon stiffness for descents.","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","62","Long Run","run","RUNNING","","","","","","","","","long","32.8","easy","3 hrs 30 min, race-specific. RPE 4-5. This is a dress rehearsal — full kit, race shoes, full fuel + hydration plan. 600m+ vert.","4",""
